AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR,PESO,LARGO,ALTO,ANCHO,CONTRPERC,Cluster Labels
32,IG61,HTS6,1/1,A,BX,CAT14,3.837501190441949,0.2959585933671537,1.4595791753366072,2.0350966435205544,0.16737311762156604,-0.04513766536924177,10.700177628625607,2
32,IG61,HTS6,1/1,A,BX,CAT14,4.010612192778379,0.36876341302453064,1.4595791753366072,2.0350966435205544,0.16737311762156604,-0.04513766536924177,10.700177628625607,2
32,IG61,HTS6,1/1,A,BX,CAT14,-4.2987154002181525,-0.1409230511266865,1.4595791753366072,2.0350966435205544,0.16737311762156604,-0.04513766536924177,10.700177628625607,2
32,IG61,HTS6,1/1,A,BX,CAT14,3.3181682249648277,0.16489093642602695,1.4595791753366072,2.0350966435205544,0.16737311762156604,-0.04513766536924177,10.700177628625607,2
1,IG26,HTS56,1/1,C,BX,CAT7,-0.05228668105032518,-0.08819650154863246,-0.28403368177537525,-0.694463113558908,-0.7058287297211058,1.1576849021705053,-0.21609228763062732,0
13,IG45,HTS24,1/0,C,PC,CAT17,-0.008042793574242077,-0.0410167849861897,-0.2963758577266184,-0.7249609879396841,-0.32380292150868684,-0.04513766536924177,-0.21609228763062732,0
14,IG45,HTS24,1/0,C,PC,CAT17,-0.05256540343709988,-0.04879922370391048,-0.2963758577266184,-0.732585456534878,-0.26922780604976987,-0.5262666923851407,-0.21609228763062732,0
15,IG45,HTS24,1/0,C,PR,CAT17,0.11850439661889368,0.024785948887221743,-0.2712426994259051,-0.7859567367012363,-0.16007757513193588,-0.40598443563116593,-0.21609228763062732,0
12,IG45,HTS24,1/0,C,PC,CAT17,0.06650562252999999,-0.028668227075009448,-0.31545012965126684,-0.7592710966180573,-0.8695540760978567,0.07514459138473294,-0.21609228763062732,0
12,IG45,HTS24,1/0,C,PC,CAT17,-0.010334953986415474,-0.05656057180180003,-0.31477692005392627,-0.7630833309156542,-0.8149789606389397,0.19542684813870764,-0.21609228763062732,0
25,IG45,HTS24,1/0,C,PC,CAT17,0.15437747541453561,-0.02492464205496761,0.021154669019000004,1.3031476583819275,-0.4875282678854378,-0.7668312058930901,-0.21609228763062732,0
26,IG45,HTS24,1/0,C,PC,CAT17,2.7278097888605872,0.08138262720430496,0.043594988930351165,1.3031476583819275,-0.4875282678854378,-0.7668312058930901,-0.21609228763062732,0
19,IG45,HTS24,1/0,C,PC,CAT17,-0.021663579919148003,-0.07061746991930924,-0.09149573693598263,0.5711986732433006,-0.5421033833443548,-0.7668312058930901,-0.21609228763062732,0
15,IG53,HTS119,1/1,C,PR,CAT16,0.017795407121959723,-0.042999303250324535,-0.32779230560250994,-0.8240790796772064,-1.0332794224746076,-0.7187183031915001,-0.21609228763062732,0
12,IG53,HTS119,1/1,C,PR,CAT16,0.035354149143637624,-0.031230737384502872,-0.32756790240339645,-0.8301786545533616,-0.9459592377403404,-0.81494410859468,-0.21609228763062732,0
15,IG54,HTS119,1/1,B,PC,CAT16,-0.44161637764942563,-0.10936093854926333,-0.3098400496734291,-0.19429797371417976,-1.0769395148417413,-0.6946618518407053,-0.21609228763062732,0
15,IG53,HTS119,1/1,B,PC,CAT16,0.016247170922557654,-0.0386651808750085,-0.3179185648415155,-0.16075031189532601,-0.8149789606389397,-0.7668312058930901,-0.21609228763062732,0
17,IG53,HTS119,1/1,B,PC,CAT16,0.035465496888972596,0.06998314718552967,-0.3179185648415155,-0.16075031189532601,-0.8149789606389397,-0.7668312058930901,-0.21609228763062732,0
14,IG54,HTS119,1/1,C,BG,CAT16,0.02773010962955056,-0.03667211730095805,-0.3266702896069424,-0.8317035482724005,-1.0878545379335247,-0.5262666923851407,-0.21609228763062732,0
15,IG54,HTS119,1/1,C,PR,CAT16,-0.006965511406255851,-0.04907340176171636,-0.3266702896069424,-0.8469524854627886,-1.0332794224746076,-1.1276779761550142,-0.21609228763062732,0
12,IG54,HTS119,1/1,C,PR,CAT16,0.02824901255018282,-0.03637684862332095,-0.3264458864078289,-0.8317035482724005,-0.9241291915567738,-1.0073957194010394,-0.21609228763062732,0
13,IG53,HTS15,1/0,C,BX,CAT16,-0.09970304479465031,-0.05656057180180003,-0.24812916991721348,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
12,IG53,HTS119,1/0,C,BX,CAT16,-0.05701156750096299,-0.08819650154863246,0.14233239654029609,-0.7821445024036393,0.9859998495053208,0.015003463007745585,-0.21609228763062732,0
12,IG53,HTS119,1/0,C,PR,CAT16,0.16048058613039845,0.07858812007666809,-0.3266702896069424,-0.8179795048010512,-0.9677892839239073,-1.151734427505809,-0.21609228763062732,0
12,IG53,HTS119,1/0,C,PR,CAT16,-0.05457545659071761,-0.04855668157585143,-0.299293099315094,-0.8012056738916243,-0.9241291915567738,-0.1654199221232165,-0.21609228763062732,0
14,IG53,HTS119,1/0,C,PC,CAT16,0.02857850801367218,-0.037494651474375695,-0.32779230560250994,-0.8469524854627886,-1.0332794224746076,-0.7668312058930901,-0.21609228763062732,0
15,IG53,HTS15,1/0,C,PC,CAT16,-0.0445633588860243,-0.039993889924375456,-0.3280167088016235,-0.8240790796772064,-1.0878545379335247,-0.7668312058930901,-0.21609228763062732,0
17,IG54,HTS119,1/0,B,PC,CAT16,0.14709713536576727,-0.020854152427541836,-0.2526172338994837,-0.4809779928934752,-0.050927344214101916,-1.0073957194010394,-0.19251503079206095,0
16,IG53,HTS119,1/0,C,BX,CAT16,0.841435073920325,0.06998314718552967,-0.02664321239217787,-0.6105939590117737,-0.4002080831511707,0.027031688683143013,-0.21609228763062732,0
16,IG53,HTS119,1/0,C,BX,CAT16,-0.19660052330361216,-0.12334401949736329,-0.02664321239217787,-0.6105939590117737,-0.4002080831511707,0.027031688683143013,-0.21609228763062732,0
2,IG54,HTS119,1/0,C,BX,CAT16,-0.05449864284398243,-0.1409230511266865,-0.2599103378706728,0.28528110092352466,-1.0332794224746076,-0.8871134626470648,-0.21609228763062732,0
14,IG53,HTS119,1/0,C,BG,CAT16,-0.03271990018523051,-0.07132400568365516,-0.3109620656689966,-0.8012056738916243,-0.8695540760978567,-0.7668312058930901,-0.21609228763062732,0
12,IG53,HTS119,1/1,C,PR,CAT16,0.03431715317967039,-0.022288314576064908,-0.3266702896069424,-0.8301786545533616,-0.9677892839239073,-0.7668312058930901,-0.21609228763062732,0
12,IG53,HTS119,1/0,C,BX,CAT16,0.12878146956239234,-0.026685708810874616,-0.23354296197483523,-0.694463113558908,-0.4875282678854378,-0.5262666923851407,-0.21609228763062732,0
15,IG53,HTS15,1/1,C,PC,CAT16,0.06199686948731561,-0.026432621372899954,-0.3284655151998505,-0.8469524854627886,-1.1205996072088749,-0.7668312058930901,-0.21609228763062732,0
15,IG54,HTS119,1/1,C,PR,CAT16,0.14689329547986502,0.00028919395325782975,-0.32599708000960187,-0.8164546110820124,-1.0332794224746076,-0.7668312058930901,-0.21609228763062732,0
15,IG53,HTS16,1/1,C,PR,CAT16,0.016751973671783268,-0.0410167849861897,-0.31545012965126684,-0.8012056738916243,-0.7058287297211058,-0.40598443563116593,-0.21609228763062732,0
14,IG54,HTS119,1/1,C,PR,CAT16,0.01879766142648171,-0.03615539711509312,-0.3244262576158073,-0.8301786545533616,-0.8804690991896401,-1.0073957194010394,-0.21609228763062732,0
12,IG54,HTS119,1/1,C,PR,CAT16,0.04649743777179824,-0.0313572811034902,-0.3266702896069424,-0.7935812052964303,-0.9241291915567738,-1.247960232908989,-0.21609228763062732,0
15,IG54,HTS119,1/1,C,PR,CAT16,0.01884841373711182,-0.03748410616446008,-0.32779230560250994,-0.8622014226531766,-1.0332794224746076,-1.247960232908989,-0.21609228763062732,0
12,IG53,HTS119,1/1,B,PC,CAT16,0.12679602421896147,-0.00021698092269148572,-0.328689918398964,-0.8850748284387586,-1.0332794224746076,-1.3682424896629637,-0.21609228763062732,0
14,IG51,HTS15,1/1,B,PC,CAT16,-0.06473059108576289,-0.1409230511266865,-0.3248750640140343,-0.3437375581799827,-1.0332794224746076,-1.3682424896629637,-0.19251503079206095,0
15,IG51,HTS15,1/1,B,BX,CAT16,-0.13590505836949884,-0.06183322675960544,0.501377515121914,-0.12262796891935586,0.16737311762156604,-0.40598443563116593,-0.21609228763062732,1
18,IG51,HTS15,1/1,C,BX,CAT16,0.541986598078588,-0.0178909203412552,1.039945192994341,0.24334652364995749,0.16737311762156604,-0.40598443563116593,-0.21609228763062732,2
13,IG51,HTS119,1/1,C,BX,CAT16,-0.03477327139121092,-0.1409230511266865,0.09745175671759383,-0.39710883834634086,0.16737311762156604,-0.40598443563116593,-0.21609228763062732,0
13,IG51,HTS119,1/1,C,BX,CAT16,-0.169531080688601,-0.053048983599901636,0.2029212603009441,-0.3132396837992066,-0.37837803696760386,0.19542684813870764,-0.21609228763062732,0
14,IG54,HTS119,1/1,C,PR,CAT16,0.019088926528322114,-0.039234627610451475,-0.3262214832087154,-0.8423778043056721,-1.0332794224746076,-1.3441860383121689,-0.21609228763062732,0
12,IG53,HTS15,1/0,C,PC,CAT16,0.014616036513648465,-0.038032462280071844,-0.3288694409582548,-0.8850748284387586,-1.0878545379335247,-1.3682424896629637,-0.21609228763062732,0
15,IG54,HTS119,1/1,C,PC,CAT16,0.18861107183528095,-0.00485691728556024,-0.328241112000737,-0.8736381255459676,-1.0332794224746076,-1.3682424896629637,-0.21609228763062732,0
13,IG54,HTS119,1/1,C,PC,CAT16,-0.013406590148102747,-0.03910808389146415,-0.3284655151998505,-0.8774503598435647,-1.1205996072088749,-1.3682424896629637,-0.21609228763062732,0
15,IG58,HTS119,1/1,C,PC,CAT16,-0.09289513316930058,-0.07765119163302164,-0.31993819363353704,-0.7707077995108482,-0.5966784988032718,-0.5864078207621279,-0.21609228763062732,0
12,IG51,HTS15,1/1,C,PC,CAT16,-0.2172614899295134,-0.07872681324441395,-0.32884700063834343,-0.8850748284387586,-1.0878545379335247,-1.3682424896629637,-0.21609228763062732,0
25,IG45,HTS24,1/1,A,BX,CAT17,0.18712748045707014,-0.022288314576064908,-0.32038700003176407,2.0350966435205544,-0.9241291915567738,-1.0073957194010394,-0.19251503079206095,2
12,IG54,HTS119,1/0,C,PC,CAT16,-0.06225431856800577,-0.03962480407732907,-0.32889188127816615,-0.8736381255459676,-1.0878545379335247,-1.3682424896629637,-0.21609228763062732,0
12,IG54,HTS15,1/0,C,BX,CAT16,-0.035598411760641165,-0.07061746991930924,-0.31993819363353704,-0.8012056738916243,-0.7058287297211058,-0.6465489491391153,-0.21609228763062732,0
15,IG51,HTS119,1/1,C,PC,CAT16,0.03452020395435993,-0.03225363244631712,-0.32779230560250994,-0.8012056738916243,-1.0594754778948878,-1.3081013612859762,-0.21609228763062732,0
15,IG53,HTS15,1/0,C,PC,CAT16,0.03808254269386617,-0.03501650364420715,-0.32779230560250994,-0.8393280168675945,-0.8149789606389397,-0.9472545910240521,-0.21609228763062732,0
14,IG51,HTS15,1/1,C,PC,CAT16,0.0331823489574921,-0.034647417797160775,-0.31387930725747226,-0.7935812052964303,-0.9241291915567738,-1.1276779761550142,-0.21609228763062732,0
11,IG51,HTS119,1/1,C,PC,CAT16,0.16403773334876823,-0.011932820238935092,-0.32532387041226135,-0.8408529105866334,-0.9459592377403404,-1.4163553923645535,-0.21609228763062732,0
12,IG51,HTS119,1/1,C,PC,CAT16,-0.24640662729139176,-0.1409230511266865,-0.32532387041226135,-0.8408529105866334,-0.9459592377403404,-1.4163553923645535,-0.21609228763062732,0
15,IG51,HTS15,1/0,C,PC,CAT16,0.4060322677557491,0.10973896556738241,-0.3262214832087154,-0.8408529105866334,-1.0769395148417413,-1.0795650734534243,-0.21609228763062732,0
16,IG51,HTS119,1/1,C,PC,CAT16,0.03397243617620891,-0.03481614275581055,-0.32779230560250994,-0.8583891883555795,-1.0878545379335247,-1.247960232908989,-0.21609228763062732,0
15,IG51,HTS15,1/1,C,PC,CAT16,0.031231188419646474,-0.034647417797160775,-0.3288694409582548,-0.8431402511651915,-1.0878545379335247,-0.8269723342700774,-0.21609228763062732,0
13,IG51,HTS15,1/1,C,PC,CAT16,-0.11138091473727532,-0.1409230511266865,-0.32889188127816615,-0.8469524854627886,-1.1205996072088749,-1.1276779761550142,-0.21609228763062732,0
14,IG51,HTS15,1/1,C,PC,CAT16,0.162477660481175,-0.01674148156045362,-0.32889188127816615,-0.8469524854627886,-1.1205996072088749,-1.1276779761550142,-0.21609228763062732,0
13,IG51,HTS119,1/1,C,PC,CAT16,0.028767230190025066,-0.03551213321024086,-0.3273434992042829,-0.8469524854627886,-0.8149789606389397,-1.247960232908989,-0.21609228763062732,0
13,IG51,HTS119,1/1,C,PC,CAT16,0.017665120707518918,-0.03671429854062049,-0.3273434992042829,-0.8317035482724005,-0.9241291915567738,-1.1276779761550142,-0.21609228763062732,0
15,IG51,HTS119,1/1,C,BX,CAT16,0.24515469042179974,0.17543624634163776,-0.28403368177537525,-0.8202668453796095,-0.5421033833443548,-0.5262666923851407,-0.21609228763062732,0
12,IG51,HTS119,1/1,C,BX,CAT16,0.0021077100839494685,-0.0410167849861897,-0.3114108720672237,-0.8431402511651915,-0.4329531524265208,-0.7066900775161027,-0.21609228763062732,0
15,IG51,HTS15,1/1,C,BG,CAT16,0.8388536834825967,-0.025103912323532995,-0.328689918398964,-0.8576267414960602,-1.0332794224746076,-0.9352263653486547,-0.21609228763062732,0
15,IG54,HTS119,1/1,C,PC,CAT16,0.0835173858847396,-0.019230174700537773,-0.3284655151998505,-0.8736381255459676,-1.1140505933538047,-1.3081013612859762,-0.21609228763062732,0
13,IG54,HTS119,1/1,C,PR,CAT16,-0.180417181359661,-0.05795255271066066,-0.3266702896069424,-0.8164546110820124,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
12,IG54,HTS119,1/1,C,PR,CAT16,-0.38289767783540307,-0.1409230511266865,-0.3266702896069424,-0.8164546110820124,-0.9241291915567738,-1.0073957194010394,-0.21609228763062732,0
12,IG54,HTS119,1/1,C,PR,CAT16,0.44101645430240494,0.11864975244607356,-0.3266702896069424,-0.8164546110820124,-0.9241291915567738,-1.0073957194010394,-0.21609228763062732,0
15,IG54,HTS119,1/1,C,PC,CAT16,-0.017229169459137852,-0.04057388196973404,-0.3266702896069424,-0.8317035482724005,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
15,IG54,HTS119,1/1,C,BX,CAT16,-0.036552966368961284,-0.053048983599901636,-0.3284655151998505,-0.8698258912483706,-1.0878545379335247,-1.3081013612859762,-0.21609228763062732,0
12,IG54,HTS15,1/1,C,PR,CAT16,-0.01064912407950998,-0.0524268103148806,-0.3266702896069424,-0.8240790796772064,-0.7604038451800228,-1.0073957194010394,-0.21609228763062732,0
15,IG54,HTS119,1/1,B,PC,CAT16,0.04202861790969558,-0.03269653546277278,-0.3266702896069424,-0.8408529105866334,-0.8586390530060733,-1.1276779761550142,-0.19251503079206095,0
14,IG54,HTS119,1/1,C,PC,CAT16,-0.01920244587702484,-0.044739279386400314,-0.3266702896069424,-0.8317035482724005,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
12,IG54,HTS119,1/1,C,PC,CAT16,0.013382863348976376,-0.03872845273450215,-0.3266702896069424,-0.8317035482724005,-1.0332794224746076,-1.175790878856604,-0.21609228763062732,0
14,IG54,HTS119,1/1,C,PC,CAT16,0.041170085676315575,-0.03047147507057889,-0.32420185441669375,-0.8012056738916243,-0.7494888220882394,-1.0073957194010394,-0.21609228763062732,0
12,IG54,HTS119,1/1,C,PC,CAT16,0.027468976116386212,-0.035754675338299916,-0.3244262576158073,-0.8012056738916243,-0.7058287297211058,-1.067536847778027,-0.21609228763062732,0
14,IG54,HTS119,1/1,C,PC,CAT16,0.023247189596041253,-0.04639489304315121,-0.328689918398964,-0.8622014226531766,-1.0332794224746076,-1.1276779761550142,-0.21609228763062732,0
12,IG54,HTS119,1/1,C,PC,CAT16,0.174914240088768,0.09634642197455669,-0.328689918398964,-0.8583891883555795,-1.1140505933538047,-1.3081013612859762,-0.21609228763062732,0
15,IG54,HTS119,1/0,C,BX,CAT16,0.6708130944775631,0.11294473978172812,-0.328241112000737,-0.8583891883555795,-1.0332794224746076,-1.3682424896629637,-0.21609228763062732,0
15,IG51,HTS119,1/1,C,PC,CAT16,-0.05934287198250536,-0.09874181146424325,-0.3284655151998505,-0.8622014226531766,-1.0332794224746076,-1.3201295869613736,-0.21609228763062732,0
15,IG51,HTS119,1/1,B,PC,CAT16,-0.007334607792974188,-0.03830664033787772,-0.3266702896069424,-0.8012056738916243,-0.9241291915567738,-1.175790878856604,-0.21609228763062732,0
13,IG51,HTS15,1/1,C,PR,CAT16,0.0661850357167808,-0.030587473479650615,-0.3266702896069424,-0.8240790796772064,-0.8149789606389397,-1.3081013612859762,-0.21609228763062732,0
15,IG51,HTS119,1/1,C,PC,CAT16,-0.012185170587283621,-0.04646871021256049,-0.3273434992042829,-0.8012056738916243,-1.0551094686581743,-1.2960731356105788,-0.21609228763062732,0
11,IG51,HTS119,1/1,C,PR,CAT16,0.032935772469594414,-0.03413069761129584,-0.3280167088016235,-0.8698258912483706,-1.0878545379335247,-1.247960232908989,-0.21609228763062732,0
15,IG51,HTS119,1/1,B,PC,CAT16,0.11199416681550906,-0.020242524452436413,-0.328689918398964,-0.8812625941411617,-1.0878545379335247,-1.428383618039951,-0.21609228763062732,0
12,IG51,HTS15,1/1,C,PC,CAT16,-0.05583886517448849,-0.05101373878618875,-0.3284655151998505,-0.804255461329702,-0.9459592377403404,-1.2960731356105788,-0.21609228763062732,0
12,IG51,HTS73,1/1,C,PC,CAT16,0.138775396943108,0.002746251163595154,-0.328689918398964,-0.8012056738916243,-1.0725735056050278,-1.428383618039951,-0.21609228763062732,0
14,IG51,HTS73,1/1,C,PC,CAT16,0.0532805546922002,-0.019251265320368992,-0.32889188127816615,-0.8835499347197199,-1.098769561025308,-1.4404118437153484,-0.21609228763062732,0
15,IG51,HTS73,1/1,C,PC,CAT16,-0.011775455739193556,-0.08819650154863246,-0.32889188127816615,-0.8911744033149138,-1.1205996072088749,-1.4644682950661434,-0.21609228763062732,0
14,IG54,HTS119,1/1,C,PC,CAT16,0.024349391065482524,-0.036767025090198545,-0.32779230560250994,-0.8012056738916243,-0.9677892839239073,-1.2960731356105788,-0.21609228763062732,0
13,IG54,HTS15,1/1,B,PR,CAT16,0.022680690809629853,-0.03610267056551507,-0.328241112000737,-0.8698258912483706,-1.0332794224746076,-1.3081013612859762,-0.19251503079206095,0
12,IG58,HTS19,1/1,C,PC,CAT16,-0.05828432082277952,-0.06150632215222151,-0.3266702896069424,-0.7935812052964303,-1.0878545379335247,-0.6465489491391153,-0.21609228763062732,0
15,IG58,HTS19,1/1,C,PC,CAT16,-0.022595333366636754,-0.1409230511266865,-0.29749787372218595,-0.2636806379304454,-0.4329531524265208,-0.6465489491391153,-0.21609228763062732,0
8,IG13,HTS15,1/1,C,BX,CAT3,0.10172556643450513,-0.009106677181551396,0.07680666239915077,-0.5762838503334006,-0.050927344214101916,2.119942956202303,-0.21609228763062732,1
7,IG13,HTS15,1/0,C,BX,CAT3,-0.12891056347450447,-0.08819650154863246,0.170831602827712,-0.5762838503334006,1.1770127536115302,2.119942956202303,-0.21609228763062732,1
9,IG13,HTS15,1/1,A,BX,CAT3,0.1579945120207357,-0.02887913327332166,0.536853416869769,-0.5572226788454154,3.2235795833209173,3.803894550757949,-0.0038969760835298856,1
15,IG58,No HTS,2/0,C,PC,CAT16,-0.10124596487640865,-0.04865158936509193,-0.29749787372218595,-0.7707077995108482,-0.5966784988032718,-0.5262666923851407,-0.21609228763062732,0
14,IG58,HTS110,1/1,C,PC,CAT16,0.02077511182736241,-0.0387706339741646,-0.328241112000737,-0.8240790796772064,-1.0878545379335247,-1.3682424896629637,-0.21609228763062732,0
16,IG49,HTS119,1/1,C,PC,CAT16,1.021291149710269,21.8987746724999,-0.3035567600982507,-0.43523118132231103,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
17,IG49,HTS119,1/1,C,PC,CAT16,-0.22853923895510853,-0.05241626500496498,-0.3035567600982507,-0.43523118132231103,-0.8149789606389397,-1.1276779761550142,-0.21609228763062732,0
3,IG46,HTS119,1/1,A,PC,CAT17,0.061826982149645826,-0.015381136581339827,-0.2822384561824672,0.5788231418384947,-0.4329531524265208,-0.7066900775161027,0.04325753759360289,0
8,IG14,HTS15,1/1,C,BX,CAT8,-0.10757175031685684,-0.11455977633765947,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG13,HTS15,2/0,C,BX,CAT3,-0.03395126670054711,-0.08819650154863246,0.18721303636299833,-0.7402099251300721,1.0405749649642377,0.917120388662556,-0.21609228763062732,1
7,IG18,HTS15,1/1,C,BX,CAT3,-0.0007001968040052219,-0.04550908701023991,-0.29525384173105085,-0.7897689709988334,0.331098463998317,0.1352857197617203,-0.21609228763062732,0
10,IG44,HTS103,1/1,B,BG,CAT10,-0.7811565623622987,-0.1409230511266865,-0.32397745121758026,-0.7859567367012363,-1.0332794224746076,-0.7668312058930901,-0.19251503079206095,0
9,IG44,HTS15,1/0,C,BX,CAT10,-5.362750841340397,-0.1409230511266865,-0.1269514423959174,-0.6639652391781319,2.1320772741425777,-0.04513766536924177,-0.21609228763062732,1
9,IG25,HTS48,2/0,C,BG,CAT7,0.014908755241407083,-0.1409230511266865,-0.32330424162023974,-0.732585456534878,-0.8695540760978567,-0.7668312058930901,-0.21609228763062732,0
9,IG16,HTS15,1/1,A,BX,CAT12,-0.24561701769261948,-0.040268067982181334,-0.32128461282821813,-0.8012056738916243,-0.26922780604976987,-0.04513766536924177,-0.19251503079206095,0
9,IG16,HTS9,1/1,B,RL,CAT12,0.04347127933526643,-0.028436230256866007,-0.11573128244024185,-0.6487163019877438,0.5603139489257682,2.3605074697102526,-0.19251503079206095,1
7,IG14,HTS81,1/1,B,BX,CAT8,0.04204655980674322,-0.030450384450747676,-0.3247067616146992,-0.8088301424868184,-0.4875282678854378,-0.7668312058930901,-0.19251503079206095,0
7,IG16,HTS73,1/1,C,BG,CAT12,-0.19686786587605573,-0.04777632864209623,-0.3064740016867264,-0.7554588623204602,0.16737311762156604,-1.247960232908989,-0.21609228763062732,0
8,IG16,HTS14,1/0,A,RL,CAT12,-0.4568298396146618,-0.03980407434589446,-0.08880289854662052,-0.7402099251300721,-0.4875282678854378,-0.7668312058930901,-0.21609228763062732,0
10,IG14,HTS15,1/1,B,BX,CAT8,-0.03694033691007998,-0.1409230511266865,-0.28178964978424015,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.19251503079206095,1
8,IG14,HTS15,1/1,A,BX,CAT8,0.17015697931232318,0.06998314718552967,-0.10451112248456629,-0.5114758672742513,-0.050927344214101916,0.4359913616466571,0.04325753759360289,1
9,IG14,HTS15,2/0,C,BX,CAT8,0.019392360555706405,-0.1409230511266865,-0.29525384173105085,-0.8012056738916243,-0.16007757513193588,-0.04513766536924177,-0.21609228763062732,0
9,IG34,HTS15,2/0,C,BX,CAT8,-0.08069418632304959,-0.1409230511266865,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG34,HTS15,2/0,C,BX,CAT8,-0.19548579988518971,-0.1409230511266865,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG34,HTS15,2/0,C,BX,CAT8,-0.08315442742353728,-0.1409230511266865,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG34,HTS15,2/0,C,BX,CAT8,-0.1956593005215705,-0.1409230511266865,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG34,HTS15,2/0,C,BX,CAT8,-0.0798355294931623,-0.1409230511266865,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG14,HTS15,1/1,C,BX,CAT8,0.07460310800564839,-0.005342001541678338,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG14,HTS15,1/1,C,BX,CAT8,0.003282447486709475,-0.1409230511266865,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG14,HTS15,2/0,C,BX,CAT8,-0.026741759766164743,-0.1409230511266865,-0.2728135218196997,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
9,IG14,HTS15,1/1,C,BX,CAT8,-0.78082154312032,-0.1409230511266865,-0.31769416164240194,-0.8317035482724005,-0.26922780604976987,-0.5262666923851407,-0.21609228763062732,0
9,IG14,HTS15,1/1,B,BX,CAT8,3.548960121274016,0.14693227363974173,-0.19427240212997077,-0.7478343937252662,1.0405749649642377,0.7968381319085812,-0.19251503079206095,1
9,IG39,HTS15,1/1,C,BX,CAT9,-0.01965230156654207,-0.1409230511266865,-0.17183208221861965,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.21609228763062732,1
9,IG39,HTS15,1/1,C,BG,CAT15,0.018868847564304958,-0.1409230511266865,-0.13817160235159295,-0.8297974311236019,-0.21465269059085287,-0.49619612819664694,-0.21609228763062732,0
9,IG39,HTS15,2/0,C,BG,CAT15,0.018868847564304958,-0.1409230511266865,-0.13817160235159295,-0.8297974311236019,-0.21465269059085287,-0.49619612819664694,-0.21609228763062732,0
9,IG19,HTS119,2/0,C,BG,CAT10,-0.010636145276668809,-0.1409230511266865,-0.3064740016867264,-0.8012056738916243,-0.9241291915567738,-0.7668312058930901,-0.21609228763062732,0
9,IG13,HTS15,2/0,C,BX,CAT3,0.004609919441304371,-0.07765119163302164,-0.3064740016867264,-0.8317035482724005,-0.26922780604976987,-0.5262666923851407,-0.21609228763062732,0
9,IG16,HTS119,1/1,A,BX,CAT12,-2.745002540572719,-0.05733037942563962,0.052571116894891586,-0.4581045871078931,0.8441045493121366,0.5081607156990421,-0.027474232922096255,1
9,IG12,HTS15,2/0,C,BX,CAT2,0.020484864263664755,-0.06183322675960544,-0.14939176230726853,-0.7668955652132512,0.7131242722107359,0.5262030542121381,-0.21609228763062732,1
8,IG16,HTS15,1/0,C,BG,CAT12,2.8012533039043968,0.8661540458141457,-0.06187451465299914,-0.7402099251300721,-0.9241291915567738,0.4359913616466571,-0.21609228763062732,0
8,IG22,HTS48,1/1,A,RL,CAT7,-5.592005902030599,-0.1409230511266865,-0.2167127220413219,-0.7935812052964303,0.16737311762156604,0.07514459138473294,-0.0038969760835298856,0
9,IG22,HTS48,1/1,C,RL,CAT7,-0.0026488654117053432,-0.1409230511266865,-0.26159336186402415,-0.7935812052964303,-0.26922780604976987,0.07514459138473294,-0.21609228763062732,0
10,IG51,HTS15,1/0,C,PC,CAT16,-0.1360307139470859,-0.059344533619521286,-0.3244262576158073,-0.8774503598435647,-0.5966784988032718,-0.6465489491391153,-0.21609228763062732,0
10,IG44,HTS15,1/0,C,BX,CAT10,0.01511811890579857,-0.04206077066783517,-0.32554827361137484,-0.8469524854627886,-0.26922780604976987,-0.7668312058930901,-0.21609228763062732,0
10,IG43,HTS15,1/1,C,BX,CAT10,0.014045696001596079,-0.04865158936509193,-0.28403368177537525,-0.7859567367012363,0.16737311762156604,-0.5262666923851407,-0.21609228763062732,0
10,IG25,HTS48,2/0,C,BG,CAT7,0.019293991613212606,-0.1409230511266865,-0.32330424162023974,-0.732585456534878,-0.9241291915567738,-0.7668312058930901,-0.21609228763062732,0
10,IG25,HTS48,1/1,C,BG,CAT7,-0.03015339903012158,-0.1409230511266865,-0.26159336186402415,-0.7249609879396841,-0.7058287297211058,-0.5262666923851407,-0.21609228763062732,0
