AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR
33,IG7,HTS94,1/0,C,FT,CAT8,-4.1072,-100.0
33,IG7,HTS94,1/0,C,FT,CAT8,4.1072,100.0
2,IG38,HTS61,1/1,A,SQFT,CAT8,3663.3148,394.77
2,IG38,HTS61,1/1,A,SQFT,CAT8,-248.1774,-100.0
2,IG38,HTS61,1/1,A,SQFT,CAT8,-167.25,-100.0
34,IG38,HTS61,1/1,A,SQFT,CAT8,337.1976,1.31
2,IG38,HTS61,1/1,B,SQFT,CAT8,-903.4332,-100.0
2,IG38,HTS61,1/1,B,SQFT,CAT8,654.8375,8.33
2,IG38,HTS61,1/1,B,SQFT,CAT8,248.5957,61.19
2,IG38,HTS61,1/1,A,SQFT,CAT8,3376.3071,45.08
2,IG38,HTS61,1/1,A,SQFT,CAT8,-70.3805,-100.0
2,IG38,HTS61,1/1,A,SQFT,CAT8,-578.6838,-100.0
2,IG38,HTS61,1/1,A,SQFT,CAT8,-1321.5886,-100.0
2,IG38,HTS61,1/1,A,SQFT,CAT8,1946.3779,141.71
34,IG38,HTS61,1/1,A,SQFT,CAT8,-5754.7646,-16.45
34,IG38,HTS61,1/1,A,SQFT,CAT8,-2723.3594,-7.65
2,IG38,HTS61,1/1,A,SQFT,CAT8,4003.5370000000003,33.23
38,IG26,HTS56,1/1,B,BX,CAT7,-154.0272,-3.33
38,IG27,HTS50,1/1,C,RL,CAT7,-361.6421,-100.0
38,IG27,HTS50,1/0,C,RL,CAT7,-409.5032,-77.78
26,IG43,HTS95,1/1,A,BX,CAT10,6922.8529,53.85
26,IG43,HTS95,1/1,A,BX,CAT10,-6922.8529,-100.0
12,IG54,HTS119,1/1,B,PR,CAT16,499.4463,8.97
14,IG51,HTS119,1/1,C,PC,CAT16,-64.5008,-13.04
10,IG44,HTS15,1/1,C,BX,CAT10,758.8937,50.0
10,IG13,HTS119,1/1,A,BX,CAT3,-2383.5881,-18.75
10,IG39,HTS161,1/1,A,BX,CAT9,890.3402,6.67
10,IG64,HTS15,1/1,A,BX,CAT14,-996.7904,-20.0
10,IG16,HTS15,1/1,A,BX,CAT12,-711.9908,-4.08
10,IG14,HTS15,1/1,C,BX,CAT8,-161.819,-16.67
41,IG22,HTS48,1/1,B,RL,CAT7,-367.4109,-25.0
38,IG27,HTS50,1/0,C,RL,CAT7,477.1589,6.52
15,IG46,HTS119,1/1,A,PC,CAT17,1306.055,43.4
15,IG46,HTS119,1/1,A,PC,CAT17,-1135.7,-10.42
9,IG14,HTS15,1/1,A,BX,CAT8,-4161.2466,-67.57
9,IG14,HTS15,1/1,A,BX,CAT8,-166.4499,-100.0
10,IG14,HTS15,1/1,B,BX,CAT8,-359.5268,-11.11
10,IG14,HTS15,2/0,B,BX,CAT8,165.8007,7.69
10,IG14,HTS119,2/0,C,BX,CAT8,322.481,40.0
10,IG14,HTS15,1/1,C,BX,CAT8,-82.7222,-100.0
10,IG14,HTS119,1/1,B,BX,CAT8,1681.5435,42.86
10,IG14,HTS15,1/1,B,BG,CAT8,-285.7556,-6.25
2,IG38,HTS61,1/1,A,SQFT,CAT8,-31.9516,-0.15
10,IG39,HTS62,1/1,C,BX,CAT9,-317.4318,-50.0
2,IG29,HTS61,1/1,A,BX,CAT8,-2394.6955,-10.09
10,IG12,HTS15,2/0,B,BX,CAT2,3150.1883,20.0
10,IG12,HTS15,2/0,B,BX,CAT2,-3150.1883,-100.0
10,IG13,HTS15,1/1,C,BX,CAT3,1035.8352,8.0
10,IG27,HTS50,1/0,C,RL,CAT7,-422.0481,-100.0
10,IG8,HTS15,2/0,C,BX,CAT3,-40776.1711,-98.0
10,IG44,HTS15,2/0,C,BX,CAT10,-167.4928,-100.0
10,IG43,HTS15,1/1,C,BX,CAT10,72.2991,25.0
10,IG44,HTS15,1/1,C,BX,CAT10,341.8714,66.67
10,IG16,HTS148,1/0,C,BX,CAT12,-6054.4427,-62.96
10,IG51,HTS73,1/1,C,FT,CAT16,-990.4891,-31.03
38,IG25,HTS48,1/1,A,BG,CAT7,-714.0821,-100.0
38,IG25,HTS48,1/1,A,BG,CAT7,624.8219,25.93
25,IG14,HTS6,1/1,A,BX,CAT8,1112.6125,3.85
0,IG14,HTS6,1/1,A,BX,CAT8,-556.3062,-100.0
10,IG26,HTS56,1/1,C,BX,CAT7,-162.2938,-100.0
7,IG14,HTS17,1/1,A,BX,CAT8,92.3517,0.63
10,IG13,HTS24,1/1,C,BX,CAT3,-1537.0844,-100.0
10,IG13,HTS24,1/1,C,BX,CAT3,-2440.8614,-100.0
10,IG13,HTS24,1/1,C,BX,CAT3,2294.5419,450.0
22,IG7,HTS95,1/1,A,BX,CAT8,-1907.9360000000001,-100.0
10,IG14,HTS119,1/0,C,BX,CAT8,-1161.0853,-20.0
10,IG14,HTS15,1/1,C,BX,CAT8,82.6521,33.33
10,IG14,HTS48,1/0,C,BX,CAT7,94.4675,100.0
10,IG14,HTS15,1/1,C,BX,CAT8,152.127,33.33
10,IG14,HTS15,1/1,C,BX,CAT8,82.7222,200.0
10,IG14,HTS15,1/1,B,BG,CAT8,571.5112,6.45
13,IG52,HTS119,1/0,C,BX,CAT16,5349.6152,63.64
15,IG52,HTS119,1/1,A,PC,CAT16,-1025.298,-100.0
17,IG52,HTS119,1/1,A,PC,CAT16,-102.5298,-0.74
2,IG38,HTS61,1/1,A,SQFT,CAT8,-669.012,-1.46
2,IG38,HTS61,1/1,A,SQFT,CAT8,-679.9794,-100.0
2,IG38,HTS61,1/1,A,SQFT,CAT8,-126.1252,-100.0
10,IG13,HTS123,1/1,B,BX,CAT3,321.124,100.0
12,IG45,HTS24,1/1,A,BG,CAT17,165.5324,3.04
14,IG45,HTS24,1/1,A,BG,CAT17,165.5324,5.15
10,IG13,HTS119,1/1,C,BX,CAT3,-506.5808,-10.0
10,IG13,HTS119,1/1,A,BX,CAT3,-7824.6359,-57.14
10,IG13,HTS15,1/1,A,BX,CAT3,3825.7666,25.0
11,IG14,HTS19,2/0,C,BG,CAT8,-4590.4526,-35.29
11,IG14,HTS19,2/0,B,BG,CAT8,-3825.3772,-45.45
11,IG40,HTS15,1/1,A,BX,CAT3,1082.0298,18.18
11,IG64,HTS15,1/1,A,BX,CAT14,970.7201,25.0
11,IG64,HTS15,1/1,A,BX,CAT14,11697.2723,233.33
11,IG64,HTS15,1/1,A,BX,CAT14,716.9503,8.33
11,IG64,HTS15,1/1,A,BX,CAT14,-1058.48,-10.0
10,IG64,HTS15,1/1,A,BX,CAT14,944.9888,1.15
11,IG64,HTS15,1/1,A,BX,CAT14,4350.9676,25.0
39,IG27,HTS50,1/0,C,RL,CAT7,-440.4662,-8.7
11,IG56,HTS119,1/0,C,PC,CAT17,-1073.4373,-16.67
99,IG31,HTS55,1/1,A,YD,CAT12,-2779.1433,-6.32
99,IG31,HTS55,1/1,C,YD,CAT12,-6175.874,-100.0
99,IG31,HTS55,1/1,C,YD,CAT12,-6175.874,-100.0
99,IG30,HTS35,1/1,A,YD,CAT12,80.1099,0.06
99,IG30,HTS35,1/1,A,YD,CAT12,400.5495,0.95
99,IG30,HTS35,1/1,A,YD,CAT12,7209.8905,20.88
99,IG30,HTS40,1/1,A,YD,CAT12,5668.9124,350.0
99,IG30,HTS40,1/1,A,YD,CAT12,-674.8705,-1.82
99,IG30,HTS40,1/1,A,YD,CAT12,14577.2033,20.38
99,IG30,HTS40,1/1,A,YD,CAT12,3644.3008,9.15
99,IG31,HTS53,1/0,A,YD,CAT12,-3393.3307,-100.0
99,IG30,HTS40,1/1,B,YD,CAT12,-1562.0884,-16.67
99,IG30,HTS42,1/1,A,YD,CAT12,342.3119,6.94
99,IG30,HTS46,1/1,A,YD,CAT12,1357.4003,10.11
99,IG30,HTS46,1/1,A,YD,CAT12,1357.4003,50.0
99,IG30,HTS46,1/1,A,YD,CAT12,-1357.4003,-14.52
99,IG31,HTS55,1/1,A,YD,CAT12,-3251.6301,-50.0
99,IG31,HTS55,1/0,C,YD,CAT12,-2580.1856,-8.09
99,IG30,HTS41,1/1,A,YD,CAT12,-6068.576999999999,-11.34
99,IG30,HTS41,1/1,A,YD,CAT12,-12935.6509,-37.5
99,IG30,HTS41,1/1,A,YD,CAT12,20025.2411,21.74
11,IG14,HTS15,1/1,B,BX,CAT8,-271.806,-11.11
11,IG14,HTS15,1/1,A,BX,CAT8,-280.4876,-100.0
11,IG71,HTS138,2/0,C,PC,CAT14,-882.4821,-20.0
11,IG13,HTS119,1/1,A,BX,CAT3,506.5808,2.22
11,IG13,HTS15,1/1,A,BX,CAT3,-6919.8327,-100.0
10,IG22,HTS48,1/1,C,RL,CAT7,-367.4109,-40.0
10,IG22,HTS48,1/0,C,RL,CAT7,-355.7634,-66.67
39,IG25,HTS48,1/1,B,BG,CAT7,-225.5522,-100.0
11,IG25,HTS48,2/0,C,BG,CAT7,159.6597,100.0
11,IG16,HTS119,1/1,A,BX,CAT12,-97.9038,-0.58
11,IG64,HTS15,1/1,C,BX,CAT14,158.155,20.0
11,IG64,HTS15,1/1,A,BX,CAT14,1855.9009,66.67
11,IG64,HTS15,1/1,A,BX,CAT14,-788.9625,-20.0
11,IG64,HTS15,1/1,A,BX,CAT14,-14938.4054,-34.78
11,IG64,HTS15,1/1,A,BX,CAT14,-8453.3813,-100.0
11,IG19,HTS15,1/0,B,BX,CAT10,-6058.7634,-21.74
11,IG19,HTS15,1/0,B,BX,CAT10,-605.8763,-100.0
11,IG14,HTS15,1/1,B,BX,CAT8,231.1005,5.88
11,IG14,HTS15,1/1,A,BX,CAT8,403.6594,9.52
11,IG14,HTS15,1/1,B,BX,CAT8,607.4185,14.29
39,IG27,HTS50,1/1,B,RL,CAT7,-97.8022,-4.76
11,IG13,HTS24,1/1,C,BX,CAT3,181.0508,8.33
11,IG54,HTS119,1/1,A,PC,CAT16,731.1063,20.37
11,IG14,HTS48,1/0,C,BX,CAT7,202.827,200.0
11,IG14,HTS48,1/0,C,BX,CAT7,104.19200000000001,100.0
2,IG38,HTS61,1/1,C,SQFT,CAT8,-1812.1649,-58.83
2,IG22,HTS48,1/1,A,RL,CAT7,9205.8125,857.14
38,IG22,HTS48,1/1,A,RL,CAT7,-7978.3708,-16.25
11,IG16,HTS119,1/1,A,BX,CAT12,2105.5444,10.87
2,IG29,HTS61,1/1,A,BX,CAT8,44.6316,0.4
2,IG29,HTS61,1/1,A,BX,CAT8,-2231.5806,-50.0
11,IG45,HTS24,1/0,C,PR,CAT17,158.1105,36.84
11,IG45,HTS24,1/0,C,PR,CAT17,-177.672,-75.0
11,IG45,HTS24,1/0,C,PR,CAT17,-373.10699999999997,-75.0
11,IG36,HTS47,1/1,B,BX,CAT8,-478.4442,-16.67
11,IG13,HTS119,1/1,C,BX,CAT3,-3546.0656,-29.17
11,IG13,HTS119,1/0,C,BX,CAT3,-2026.3232,-30.77
11,IG13,HTS15,1/1,A,BX,CAT3,-6919.8327,-16.67
11,IG13,HTS119,1/1,B,BX,CAT3,-584.5162,-6.67
11,IG27,HTS50,1/0,C,RL,CAT7,1688.1924,50.0
11,IG27,HTS50,1/0,C,RL,CAT7,-633.0721,-13.04
11,IG22,HTS48,2/0,C,RL,CAT7,-926.4284,-28.57
2,IG35,HTS51,1/1,A,YD,CAT12,-5315.9226,-100.0
2,IG35,HTS51,1/1,A,YD,CAT12,-241.6328,-100.0
3,IG35,HTS51,1/1,A,YD,CAT12,-120.8164,-100.0
4,IG35,HTS51,1/1,A,YD,CAT12,-422.8575,-100.0
4,IG35,HTS51,1/1,A,YD,CAT12,-3201.6352,-100.0
11,IG51,HTS119,1/1,C,PC,CAT16,-135.3679,-0.31
11,IG51,HTS119,1/1,A,PC,CAT16,-371.7458,-2.94
11,IG16,HTS148,1/1,A,BX,CAT12,526.2651,100.0
11,IG51,HTS15,1/1,B,PC,CAT16,56.8583,2.38
11,IG25,HTS48,2/0,C,BG,CAT7,-152.6187,-11.11
11,IG25,HTS48,2/0,C,BG,CAT7,159.6597,33.33
11,IG69,HTS120,1/1,A,BX,CAT14,3298.6889,250.0
11,IG69,HTS120,1/1,A,BX,CAT14,-5937.64,-100.0
11,IG69,HTS120,1/1,A,BX,CAT14,-1319.4756,-7.14
11,IG69,HTS120,1/1,A,BX,CAT14,-1319.4756,-28.57
37,IG69,HTS120,1/1,A,BX,CAT14,-1319.4756,-6.25
37,IG69,HTS120,1/1,A,BX,CAT14,-8576.5911,-100.0
11,IG69,HTS76,1/1,B,BX,CAT14,-427.1434,-5.88
11,IG64,HTS15,1/1,B,BX,CAT14,168.2283,10.0
11,IG64,HTS15,1/1,C,BX,CAT14,495.2755,150.0
37,IG64,HTS15,1/1,A,BX,CAT14,-7453.3572,-100.0
37,IG64,HTS15,1/1,A,BX,CAT14,2236.0072,13.04
37,IG64,HTS15,1/1,A,BX,CAT14,-3726.6786,-18.52
37,IG64,HTS15,1/1,A,BX,CAT14,11925.3716,800.0
11,IG64,HTS15,1/1,A,BX,CAT14,-2707.3597,-33.33
11,IG64,HTS15,1/1,A,BX,CAT14,-1945.0883,-28.57
11,IG64,HTS15,1/1,A,BX,CAT14,-4177.5972,-15.15
11,IG64,HTS15,1/1,A,BX,CAT14,38426.2484,350.0
11,IG64,HTS15,1/1,A,BX,CAT14,-1829.8214,-50.0
37,IG64,HTS15,1/1,A,BX,CAT14,3661.3631,21.43
11,IG64,HTS15,1/1,A,BX,CAT14,2867.8011,66.67
11,IG64,HTS15,1/1,A,BX,CAT14,-4301.7017,-28.57
11,IG64,HTS15,1/1,A,BX,CAT14,773.5544,50.0
11,IG64,HTS15,2/0,C,BX,CAT14,1551.8407,50.0
11,IG64,HTS15,1/1,A,BX,CAT14,-850.6310000000001,-100.0
11,IG64,HTS15,1/1,A,BX,CAT14,-5980.7421,-33.33
11,IG67,HTS117,1/1,A,BX,CAT14,2105.6710000000003,5.8
11,IG41,HTS56,2/0,C,RL,CAT7,-594.8801,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,197.1803,12.5
11,IG43,HTS119,1/1,A,BX,CAT10,-763.9705,-20.0
11,IG14,HTS48,1/0,C,BX,CAT7,-104.19200000000001,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,82.4408,33.33
11,IG39,HTS62,1/1,C,BX,CAT9,-333.2919,-100.0
11,IG12,HTS15,2/0,C,BX,CAT2,32.3449,20.0
11,IG12,HTS15,2/0,C,BX,CAT2,-32.3449,-25.0
11,IG12,HTS15,2/0,C,BX,CAT2,-32.3449,-25.0
19,IG45,HTS24,1/1,B,PC,CAT17,4173.1565,5000.0
19,IG45,HTS24,1/1,B,PC,CAT17,-83.4631,-100.0
14,IG45,HTS24,1/1,B,BX,CAT17,-6326.371999999999,-100.0
11,IG45,HTS16,1/0,C,PR,CAT17,-126.8515,-50.0
11,IG13,HTS119,1/0,C,BX,CAT3,-6078.9697,-48.0
11,IG14,HTS17,1/1,C,BX,CAT8,-157.5939,-50.0
14,IG51,HTS119,1/1,A,PC,CAT16,-111.92299999999999,-100.0
11,IG43,HTS119,1/1,C,BX,CAT10,-116.6668,-4.35
37,IG55,HTS119,1/1,B,PC,CAT16,365.5293,17.33
11,IG14,HTS119,1/1,C,BX,CAT8,-3264.1690000000003,-20.0
11,IG14,HTS15,2/0,B,BX,CAT8,1610.5905,200.0
11,IG64,HTS15,1/1,B,BX,CAT14,175.5253,20.0
11,IG64,HTS15,1/1,C,BX,CAT14,-179.8367,-100.0
11,IG64,HTS15,1/1,C,BX,CAT14,-187.5411,-100.0
11,IG64,HTS15,1/1,A,BX,CAT14,5013.1167,42.86
11,IG64,HTS15,1/1,A,BX,CAT14,-49405.1766,-100.0
11,IG39,HTS17,1/1,C,BX,CAT9,126.7847,100.0
11,IG64,HTS15,1/1,A,BX,CAT14,3970.9661,28.57
11,IG64,HTS15,1/1,A,BX,CAT14,208.2977,4.55
11,IG64,HTS16,1/1,A,BX,CAT14,3560.9208,25.0
40,IG27,HTS50,1/1,C,RL,CAT7,914.9264,80.0
40,IG27,HTS50,1/1,C,RL,CAT7,1126.6186,38.89
11,IG14,HTS15,1/1,C,BX,CAT8,-355.9253,-20.0
11,IG34,HTS173,2/0,C,BX,CAT8,-161.2405,-20.0
11,IG14,HTS15,1/1,C,BX,CAT8,-159.8379,-3.57
11,IG14,HTS86,2/0,B,BX,CAT8,-953.4216,-14.29
15,IG53,HTS119,1/1,C,PC,CAT16,-1052.0359,-37.74
11,IG13,HTS119,1/1,A,BX,CAT3,2026.3232,9.09
2,IG54,HTS119,1/0,A,PC,CAT16,-328.8333,-2.56
2,IG54,HTS119,1/0,A,PC,CAT16,-82.2083,-1.04
2,IG54,HTS119,1/0,A,PC,CAT16,-7563.165,-100.0
2,IG54,HTS119,1/0,A,PC,CAT16,7563.165,278.79
3,IG54,HTS119,1/0,A,PC,CAT16,328.8333,1.39
11,IG67,HTS161,1/1,A,BX,CAT14,2665.9128,15.38
11,IG14,HTS17,2/0,C,BX,CAT8,-299.558,-100.0
11,IG14,HTS17,2/0,C,BX,CAT8,-339.9104,-25.0
11,IG69,HTS15,1/1,B,BX,CAT14,-980.518,-50.0
11,IG69,HTS15,1/1,C,BX,CAT14,-980.1801,-33.33
11,IG69,HTS76,1/1,B,BX,CAT14,521.6815,4.55
11,IG64,HTS15,1/1,C,BX,CAT14,-106.7962,-100.0
11,IG64,HTS15,1/1,B,BX,CAT14,-2947.0957,-100.0
11,IG64,HTS15,1/1,C,BX,CAT14,-165.0918,-20.0
11,IG64,HTS15,1/1,A,BX,CAT14,-5848.6361,-46.67
11,IG64,HTS15,1/1,B,BX,CAT14,1618.5811,33.33
11,IG64,HTS15,1/1,A,BX,CAT14,14377.0538,650.0
11,IG64,HTS15,1/1,B,BX,CAT14,-1420.7375,-20.0
11,IG64,HTS15,1/1,B,BX,CAT14,761.6695,20.0
11,IG64,HTS15,1/1,A,BX,CAT14,1634.7014,7.89
11,IG64,HTS15,1/1,C,BX,CAT14,-92.2919,-7.69
11,IG64,HTS15,1/1,A,BX,CAT14,3009.8696,16.67
11,IG14,HTS15,1/1,C,BX,CAT8,-82.9357,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,-123.52600000000001,-100.0
11,IG14,HTS15,2/0,C,BX,CAT8,-47.388000000000005,-100.0
11,IG14,HTS15,2/0,C,BX,CAT8,-99.4063,-50.0
11,IG14,HTS15,1/1,C,BX,CAT8,-48.1599,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,-462.7666,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,-317.9908,-40.0
11,IG14,HTS15,2/0,C,BX,CAT8,-152.0559,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,144.6275,100.0
11,IG14,HTS15,1/1,C,BX,CAT8,372.1977,300.0
11,IG14,HTS15,1/1,C,BX,CAT8,-248.1318,-66.67
11,IG14,HTS15,1/1,C,BX,CAT8,-355.8607,-25.0
11,IG14,HTS15,1/1,C,BX,CAT8,105.1568,60.0
11,IG34,HTS15,1/1,C,BX,CAT8,-152.5518,-25.0
11,IG14,HTS15,1/1,C,BX,CAT8,-320.2419,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,-315.6115,-22.22
11,IG34,HTS163,1/0,C,BX,CAT8,-1089.7841,-50.0
11,IG14,HTS15,1/1,C,BX,CAT8,-70.5288,-50.0
11,IG36,HTS47,1/1,B,BX,CAT8,-955.6145,-50.0
11,IG14,HTS15,1/1,B,BX,CAT8,990.6195,42.86
11,IG14,HTS17,1/1,A,BX,CAT8,-281.0438,-16.67
11,IG8,HTS15,1/1,C,BG,CAT3,231.766,66.67
11,IG44,HTS15,2/0,C,BX,CAT10,-21.6882,-33.33
11,IG43,HTS15,1/1,C,BX,CAT10,-228.517,-25.0
11,IG43,HTS99,1/0,C,BX,CAT10,-813.1202,-33.33
11,IG14,HTS76,1/1,C,BX,CAT8,-167.1316,-10.0
11,IG16,HTS16,1/1,A,BX,CAT12,-21268.5836,-60.87
11,IG16,HTS16,1/1,A,BX,CAT12,-3797.9614,-71.43
11,IG14,HTS15,2/0,C,BX,CAT8,-809.9261,-100.0
11,IG64,HTS15,1/1,B,BX,CAT14,-1473.5478,-100.0
11,IG64,HTS15,1/1,B,BX,CAT14,-175.5253,-100.0
11,IG64,HTS15,1/1,C,BX,CAT14,187.5411,9.09
11,IG64,HTS15,2/0,C,BX,CAT14,-14832.6967,-43.48
11,IG64,HTS15,1/1,A,BX,CAT14,-914.9107,-50.0
11,IG64,HTS15,2/0,B,BX,CAT14,1365.1492,50.0
11,IG64,HTS15,1/1,C,BX,CAT14,1428.7048,4.76
11,IG64,HTS15,1/1,A,BX,CAT14,-1462.3409,-11.76
11,IG64,HTS15,1/1,C,BX,CAT14,4365.2551,44.44
11,IG64,HTS15,1/1,C,BX,CAT14,-1420.0813,-40.0
11,IG64,HTS15,1/1,A,BX,CAT14,6019.7391,111.11
11,IG64,HTS15,1/1,A,BX,CAT14,-16855.2696,-100.0
11,IG70,HTS166,1/1,B,BX,CAT14,5724.3231,4.26
11,IG67,HTS76,1/1,C,BX,CAT14,-251.0255,-100.0
11,IG14,HTS15,1/1,C,BX,CAT8,-146.5635,-20.0
11,IG67,HTS119,1/1,A,BX,CAT14,2181.6845,12.5
11,IG13,HTS24,1/1,A,BX,CAT3,684.2979,20.0
11,IG13,HTS24,1/1,A,BX,CAT3,-342.149,-10.0
11,IG13,HTS24,1/1,C,BX,CAT3,-226.1285,-10.0
18,IG56,HTS119,1/1,B,PC,CAT17,4552.5784,60.0
19,IG56,HTS119,1/0,C,PC,CAT17,1571.0915,50.0
13,IG46,HTS119,1/1,B,BX,CAT17,-1274.2403,-75.0
14,IG46,HTS121,1/1,B,PR,CAT17,-664.7,-27.27
11,IG14,HTS15,1/1,A,BX,CAT8,1304.307,1.61
11,IG67,HTS25,1/1,A,BX,CAT14,-357.7478,-20.0
11,IG39,HTS49,1/1,C,BX,CAT9,-551.7998,-100.0
11,IG8,HTS15,1/0,C,BG,CAT3,42.3286,50.0
11,IG65,HTS119,1/1,B,BX,CAT14,-938.1698,-7.69
24,IG17,HTS95,1/1,A,BX,CAT12,-4868.4121,-20.0
24,IG17,HTS95,1/1,A,BX,CAT12,-4868.4121,-100.0
24,IG17,HTS95,1/1,A,BX,CAT12,-14605.2362,-54.55
24,IG17,HTS95,1/1,A,BX,CAT12,5679.8141,25.0
99,IG17,HTS95,1/1,A,BX,CAT12,6491.2161,4.17
24,IG16,HTS95,1/1,A,BX,CAT12,-16827.7419,-50.0
24,IG16,HTS95,1/1,A,BX,CAT12,1051.7339,2.13
7,IG16,HTS119,1/1,A,BX,CAT12,-2417.8494,-7.61
37,IG64,HTS15,2/0,B,BX,CAT14,-5263.8956,-60.0
11,IG64,HTS15,2/0,C,BX,CAT14,1433.5475,33.33
37,IG64,HTS15,2/0,B,BX,CAT14,-1432.0346,-100.0
99,IG70,HTS150,1/1,A,BX,CAT14,-15091.1615,-0.42
2,IG33,HTS36,1/1,B,YD,CAT12,-2933.83,-100.0
38,IG22,HTS48,2/0,C,RL,CAT7,-416.1771,-22.22
28,IG61,HTS6,1/1,B,BX,CAT14,-629.7412,-20.0
41,IG22,HTS48,1/1,C,RL,CAT7,763.4626,125.0
11,IG14,HTS15,1/1,A,BX,CAT8,-652.1535,-0.79
3,IG30,HTS40,1/1,A,YD,CAT12,1214.7669,100.0
4,IG30,HTS40,1/1,A,YD,CAT12,-2294.5598,-100.0
5,IG30,HTS40,1/1,A,YD,CAT12,-3644.3008,-100.0
99,IG30,HTS40,1/1,A,YD,CAT12,4454.1455,18.03
99,IG30,HTS40,1/1,A,YD,CAT12,3644.3008,12.5
99,IG30,HTS41,1/1,A,YD,CAT12,8623.7673,40.0
3,IG31,HTS19,1/1,A,YD,CAT12,-3490.9608,-60.0
22,IG7,HTS95,2/0,C,BX,CAT8,-3670.8915,-66.67
18,IG52,HTS119,1/0,C,BX,CAT16,-8364.5486,-60.0
41,IG27,HTS50,1/1,B,RL,CAT7,759.5227,25.0
41,IG27,HTS50,1/1,A,RL,CAT7,417.125,21.43
13,IG51,HTS119,1/1,A,PC,CAT16,-147.4163,-0.74
4,IG31,HTS55,1/1,A,YD,CAT12,4193.641,75.0
5,IG31,HTS55,1/1,A,YD,CAT12,155.32,0.59
2,IG35,HTS51,1/1,A,YD,CAT12,-1870.9706,-100.0
3,IG35,HTS51,1/1,A,YD,CAT12,-1508.8473,-100.0
2,IG35,HTS51,1/1,A,YD,CAT12,2293.4478,11.95
2,IG35,HTS51,1/1,A,YD,CAT12,-9294.4991,-100.0
2,IG35,HTS51,1/1,A,YD,CAT12,-5289.1597,-30.7
6,IG35,HTS51,1/1,A,YD,CAT12,2114.2874,109.38
2,IG35,HTS51,1/1,A,YD,CAT12,1872.6545,93.94
2,IG35,HTS51,1/1,A,YD,CAT12,5188.4138,78.63
18,IG51,HTS15,1/1,A,PC,CAT16,73.3301,2.43
12,IG51,HTS15,1/1,B,PC,CAT16,1496.2719,14.71
2,IG33,HTS36,1/1,C,YD,CAT12,1892.7935,14.08
2,IG26,HTS56,2/0,C,BX,CAT7,101.0984,6.67
2,IG31,HTS55,1/1,A,YD,CAT12,1108.2435,15.92
2,IG31,HTS55,1/1,B,YD,CAT12,-44.3297,-2.56
2,IG30,HTS37,1/1,C,YD,CAT12,651.6347,43.48
2,IG30,HTS37,1/1,B,YD,CAT12,-1736.0856,-27.47
2,IG30,HTS37,1/1,B,YD,CAT12,-2438.9303,-37.93
2,IG30,HTS37,1/1,A,YD,CAT12,-2438.9303,-35.11
2,IG46,HTS119,1/1,A,PC,CAT17,1415.5488,8.22
2,IG46,HTS119,1/1,A,PC,CAT17,-1179.624,-7.04
2,IG30,HTS37,1/1,A,YD,CAT12,-1557.5906,-100.0
2,IG30,HTS39,1/1,C,YD,CAT12,5397.0282,63.23
2,IG30,HTS37,1/1,B,YD,CAT12,-2291.633,-17.28
2,IG30,HTS37,1/1,B,YD,CAT12,-2291.633,-100.0
2,IG31,HTS55,1/0,C,YD,CAT12,724.7204,41.18
2,IG30,HTS41,1/1,A,YD,CAT12,-4152.1843,-100.0
2,IG52,HTS119,1/1,A,PC,CAT16,-14032.8509,-100.0
2,IG52,HTS119,1/1,A,PC,CAT16,975.3053,11.11
2,IG52,HTS119,1/1,A,PC,CAT16,-699.6083,-5.68
4,IG30,HTS55,1/0,A,YD,CAT12,-3681.4569,-100.0
5,IG30,HTS55,1/0,A,YD,CAT12,3681.4569,100.0
2,IG30,HTS46,1/1,A,YD,CAT12,626.4993,31.43
8,IG12,HTS15,2/0,C,BX,CAT2,194.0694,300.0
11,IG12,HTS15,2/0,C,BX,CAT2,-32.3449,-100.0
4,IG35,HTS19,1/1,A,YD,CAT12,6284.1781,102.9
3,IG35,HTS51,1/1,A,YD,CAT12,-1576.4421,-100.0
2,IG35,HTS51,1/1,B,YD,CAT12,1268.5724,28.77
2,IG35,HTS51,1/1,A,YD,CAT12,172.8695,2.36
2,IG35,HTS51,1/1,B,YD,CAT12,-1843.9416,-32.65
2,IG35,HTS51,1/1,B,YD,CAT12,-1691.4538,-20.8
4,IG35,HTS51,1/1,A,YD,CAT12,-1617.0818,-100.0
2,IG35,HTS51,1/1,A,YD,CAT12,3557.5801,244.44
2,IG30,HTS46,1/0,C,YD,CAT12,-2515.4203,-100.0
2,IG30,HTS46,1/1,C,YD,CAT12,-2515.4203,-100.0
2,IG33,HTS36,1/1,C,YD,CAT12,-6246.2186,-100.0
2,IG54,HTS119,1/1,A,PC,CAT16,916.2106,13.51
2,IG27,HTS50,1/0,C,RL,CAT7,362.3319,10.0
2,IG27,HTS50,1/0,C,RL,CAT7,989.1485,100.0
2,IG46,HTS119,1/1,A,PC,CAT17,-4128.6839,-100.0
